title, statement, issue, date, link
24 Hours of All-American Teamwork, Healthcare, None,                 Mar 17  2020, https://www.whitehouse.gov/articles/24-hours-all-american-teamwork/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Briefing, Press Briefings, None,                 Mar 17  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-4/
President Donald J Trump Announces Intent to Designate Individual to a Key Administration Post, Nominations & Appointments, None,                 Mar 17  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-designate-individual-key-administration-post-4/
President Donald J Trump Approves South Carolina Disaster Declaration, Statements & Releases, None,                 Mar 17  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-south-carolina-disaster-declaration-4/
FDA Commissioner Stephen Hahn: “Be Wary of Anyone Claiming They Can Cure COVID-19 Talk to Your Doctor”, News Clips, None,                 Mar 17  2020, https://www.whitehouse.gov/briefings-statements/fda-commissioner-stephen-hahn-wary-anyone-claiming-can-cure-covid-19-talk-doctor/
President Donald J Trump Announces Intent to Nominate and Appoint the Following Individuals to Key Administration Posts, Nominations & Appointments, None,                 Mar 17  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-following-individuals-key-administration-posts-2/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Briefing, Remarks, None,                 Mar 16  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-3/
15 Days to Slow the Spread, Healthcare, None,                 Mar 16  2020, https://www.whitehouse.gov/articles/15-days-slow-spread/
Coronavirus Guidelines for America, Statements & Releases, None,                 Mar 16  2020, https://www.whitehouse.gov/briefings-statements/coronavirus-guidelines-america/
Eleven Nominations Sent to the Senate, Nominations & Appointments, None,                 Mar 16  2020, https://www.whitehouse.gov/presidential-actions/eleven-nominations-sent-senate-3/
Vice President Mike Pence Announces the Following Individual to a Key Post, Statements & Releases, None,                 Mar 16  2020, https://www.whitehouse.gov/briefings-statements/vice-president-mike-pence-announces-following-individual-key-post/
Call to Action to the Tech Community on New Machine Readable COVID-19 Dataset, Statements & Releases, None,                 Mar 16  2020, https://www.whitehouse.gov/briefings-statements/call-action-tech-community-new-machine-readable-covid-19-dataset/
G7 Leaders’ Statement, Statements & Releases, None,                 Mar 16  2020, https://www.whitehouse.gov/briefings-statements/g7-leaders-statement/
2020 Easter Egg Roll Update, Statements & Releases, None,                 Mar 16  2020, https://www.whitehouse.gov/briefings-statements/2020-easter-egg-roll-update/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Briefing, Remarks, None,                 Mar 15  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-2/
Proclamation on the National Day of Prayer for all Americans Affected by the Coronavirus Pandemic and for our National Response Efforts, Proclamations, None,                 Mar 14  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-day-prayer-americans-affected-coronavirus-pandemic-national-response-efforts/
Proclamation on the Suspension of Entry as Immigrants and Nonimmigrants of Certain Additional Persons Who Pose a Risk of Transmitting Coronavirus, Proclamations, None,                 Mar 14  2020, https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-certain-additional-persons-pose-risk-transmitting-coronavirus-2/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Briefing, Remarks, None,                 Mar 14  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing/
Proclamation on National Poison Prevention Week  2020, Proclamations, None,                 Mar 13  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-poison-prevention-week-2020/
Letter from President Donald J Trump on Emergency Determination Under the Stafford Act, Statements & Releases, None,                 Mar 13  2020, https://www.whitehouse.gov/briefings-statements/letter-president-donald-j-trump-emergency-determination-stafford-act/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Conference, Remarks, None,                 Mar 13  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-conference-3/
President Donald J Trump Has Mobilized the Full Resources of the Federal Government to Respond to the Coronavirus, Fact Sheets, None,                 Mar 13  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-mobilized-full-resources-federal-government-respond-coronavirus/
President Donald J Trump Announces Intent to Nominate the Following Individual to a Key Administration Post, Nominations & Appointments, None,                 Mar 13  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-following-individual-key-administration-post-2/
Message to the Congress on Declaring a National Emergency Concerning the Novel Coronavirus Disease (COVID-19) Outbreak, Statements & Releases, None,                 Mar 13  2020, https://www.whitehouse.gov/briefings-statements/message-congress-declaring-national-emergency-concerning-novel-coronavirus-disease-covid-19-outbreak/
Proclamation on Declaring a National Emergency Concerning the Novel Coronavirus Disease (COVID-19) Outbreak, Proclamations, None,                 Mar 13  2020, https://www.whitehouse.gov/presidential-actions/proclamation-declaring-national-emergency-concerning-novel-coronavirus-disease-covid-19-outbreak/
Memorandum on Expanding State-Approved Diagnostic Tests, Presidential Memoranda, None,                 Mar 13  2020, https://www.whitehouse.gov/presidential-actions/memorandum-expanding-state-approved-diagnostic-tests/
Bill Announcement, Statements & Releases, None,                 Mar 13  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-86/
Presidential Message on National K-9 Veterans Day, Statements & Releases, None,                 Mar 13  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-k-9-veterans-day/
President Donald J Trump Approves Mississippi Disaster Declaration, Statements & Releases, None,                 Mar 12  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-mississippi-disaster-declaration-5/
President Donald J Trump Is Committed To Safeguarding America’s Vital Communications Networks And Securing 5G Technology, Fact Sheets, None,                 Mar 12  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-committed-safeguarding-americas-vital-communications-networks-securing-5g-technology/
Remarks by President Trump and Prime Minister Varadkar of Ireland Before Bilateral Meeting, Remarks, None,                 Mar 12  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-prime-minister-varadkar-ireland-bilateral-meeting-3/
Bill Announcement, Statements & Releases, None,                 Mar 12  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-85/
ONDCP Statement on DEA’s Project Python, Statements & Releases, None,                 Mar 12  2020, https://www.whitehouse.gov/briefings-statements/ondcp-statement-deas-project-python/
One Nomination Sent to the Senate, Nominations & Appointments, None,                 Mar 12  2020, https://www.whitehouse.gov/presidential-actions/one-nomination-sent-senate-11/
Message to the Congress on the Continuation of the National Emergency with Respect to Iran, Statements & Releases, None,                 Mar 12  2020, https://www.whitehouse.gov/briefings-statements/message-congress-continuation-national-emergency-respect-iran-3/
Text of a Notice on the Continuation of the National Emergency with Respect to Iran, Statements & Releases, None,                 Mar 12  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-iran-4/
President Donald J Trump Has Taken Unprecedented Steps To Respond To The Coronavirus And Protect The Health And Safety Of Americans, Fact Sheets, None,                 Mar 11  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-taken-unprecedented-steps-respond-coronavirus-protect-health-safety-americans/
Remarks by President Trump in Address to the Nation, Remarks, None,                 Mar 11  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-address-nation/
Proclamation—Suspension of Entry as Immigrants and Nonimmigrants of Certain Additional Persons Who Pose a Risk of Transmitting 2019 Novel Coronavirus, Proclamations, None,                 Mar 11  2020, https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-certain-additional-persons-pose-risk-transmitting-2019-novel-coronavirus/
White House Coronavirus Task Force Announces Community Mitigation Strategies For New Rochelle  NY, Statements & Releases, None,                 Mar 11  2020, https://www.whitehouse.gov/briefings-statements/white-house-coronavirus-task-force-announces-community-mitigation-strategies-new-rochelle-ny/
President Donald J Trump Approves Wisconsin Disaster Declaration, Statements & Releases, None,                 Mar 11  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-wisconsin-disaster-declaration-5/
President Donald J Trump Announces Judicial Nominee and United States Marshal Nominee, Nominations & Appointments, None,                 Mar 11  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominee-united-states-marshal-nominee/
Statement from the Press Secretary, Statements & Releases, None,                 Mar 11  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-122/
Remarks by President Trump in Meeting with Bankers on COVID-19, Remarks, None,                 Mar 11  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-bankers-covid-19/
Statement from the Press Secretary, Statements & Releases, None,                 Mar 11  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-121/
White House Coronavirus Task Force Announces Community Mitigation Strategies For Seattle  Santa Clara, Statements & Releases, None,                 Mar 11  2020, https://www.whitehouse.gov/briefings-statements/white-house-coronavirus-task-force-announces-community-mitigation-strategies-seattle-santa-clara/
Memorandum on Making General Use Respirators Available, Presidential Memoranda, None,                 Mar 11  2020, https://www.whitehouse.gov/presidential-actions/memorandum-making-general-use-respirators-available/
Press Briefing by Vice President Pence and Members of the Coronavirus Task Force, Press Briefings, None,                 Mar 10  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-vice-president-pence-members-coronavirus-task-force/
Remarks by President Trump at the Presentation of the Presidential Medal of Freedom to General Jack Keane, Remarks, None,                 Mar 10  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-presentation-presidential-medal-freedom-general-jack-keane/
Statement from the Press Secretary, Statements & Releases, None,                 Mar 10  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-120/
Remarks by President Trump After Meeting with Republican Senators, Remarks, None,                 Mar 10  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-republican-senators-2/
Remarks by President Trump and Vice President Pence at a Coronavirus Briefing with Health Insurers, Remarks, None,                 Mar 10  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-coronavirus-briefing-health-insurers/
Remarks by President Trump  Vice President Pence  and Members of the White House Coronavirus Task Force in Press Briefing, Remarks, None,                 Mar 9  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-white-house-coronavirus-task-force-press-briefing/
Readout from the Vice President’s Discussion with our Nation’s Governors on COVID-19 Coordination & Preparedness, Statements & Releases, None,                 Mar 9  2020, https://www.whitehouse.gov/briefings-statements/readout-vice-presidents-discussion-nations-governors-covid-19-coordination-preparedness-2/
Delivering the Future of Healthcare, Healthcare, None,                 Mar 9  2020, https://www.whitehouse.gov/articles/delivering-future-healthcare/
Statement from the Press Secretary, Statements & Releases, None,                 Mar 9  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-119/
Presidential Message on International Women’s Day  2020, Statements & Releases, None,                 Mar 8  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-international-womens-day-2020/
Remarks by President Trump and President Bolsonaro of Brazil Before Working Dinner | West Palm Beach  FL, Remarks, None,                 Mar 8  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-bolsonaro-brazil-working-dinner-west-palm-beach-fl/
Remarks by Vice President Pence in a Coronavirus Briefing with Cruise Line Executives and Port Directors | Ft Lauderdale  FL, Remarks, None,                 Mar 7  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-coronavirus-briefing-cruise-line-executives-port-directors-ft-lauderdale-fl/
Joint Statement from President Donald J Trump and President Jair Bolsonaro, Statements & Releases, None,                 Mar 7  2020, https://www.whitehouse.gov/briefings-statements/joint-statement-president-donald-j-trump-president-jair-bolsonaro-2/
Remarks by President Trump After Tour of the Centers for Disease Control and Prevention | Atlanta  GA, Remarks, None,                 Mar 7  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-tour-centers-disease-control-prevention-atlanta-ga/
Press Briefing by Vice President Pence and Members of the White House Coronavirus Task Force, Press Briefings, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-vice-president-pence-members-white-house-coronavirus-task-force-3/
President Donald J Trump to Award the Medal of Freedom, Statements & Releases, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-award-medal-freedom-7/
Statement from the Press Secretary Regarding the Visit of Prime Minister Leo Varadkar of Ireland, Statements & Releases, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-visit-prime-minister-leo-varadkar-ireland/
Remarks by President Trump After Surveying Tornado Damage | Cookeville  TN, Remarks, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-surveying-tornado-damage-cookeville-tn/
Remarks by President Trump After Visiting with those Affected by the Tornado, Remarks, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-visiting-affected-tornado/
Remarks by President Trump at Signing of the Coronavirus Preparedness and Response Supplemental Appropriations Act  2020, Remarks, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-signing-coronavirus-preparedness-response-supplemental-appropriations-act-2020/
Message to the Congress on Emergency Funding Designations, Statements & Releases, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/message-congress-emergency-funding-designations/
Order Regarding the Acquisition of Stayntouch  Inc by Beijing Shiji Information Technology Co  Ltd, Executive Orders, None,                 Mar 6  2020, https://www.whitehouse.gov/presidential-actions/order-regarding-acquisition-stayntouch-inc-beijing-shiji-information-technology-co-ltd/
Bill Announcement, Statements & Releases, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-84/
Statement by the Press Secretary on the Meeting with President Jair Bolsonaro of Brazil, Statements & Releases, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-meeting-president-jair-bolsonaro-brazil/
As Job Creation Exceeds Expectations Again  Women Workers See Further Gains, Economy & Jobs, None,                 Mar 6  2020, https://www.whitehouse.gov/articles/job-creation-exceeds-expectations-women-workers-see-gains-2/
Remarks by President Trump at a Fox News Town Hall | Scranton  PA, Remarks, None,                 Mar 6  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-fox-news-town-hall-scranton-pa/
Remarks by Vice President Pence and Governor Inslee in a Press Briefing | Tacoma  WA, Remarks, None,                 Mar 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-governor-inslee-press-briefing-tacoma-wa/
Remarks by Vice President Pence and Governor Inslee Before a Roundtable Discussion | Tacoma  WA, Remarks, None,                 Mar 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-governor-inslee-roundtable-discussion-tacoma-wa/
President Donald J Trump Approves Tennessee Disaster Declaration, Statements & Releases, None,                 Mar 5  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-tennessee-disaster-declaration-5/
Remarks by Vice President Pence in Meeting at the 3M Innovation Center | Maplewood  MN, Remarks, None,                 Mar 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-meeting-3m-innovation-center-maplewood-mn/
United States and Colombian Officials Set Bilateral Agenda to Reduce Cocaine Supply, Statements & Releases, None,                 Mar 5  2020, https://www.whitehouse.gov/briefings-statements/united-states-colombian-officials-set-bilateral-agenda-reduce-cocaine-supply/
President Donald J Trump Announces Intent to Appoint Individuals to Key Administration Posts, Nominations & Appointments, None,                 Mar 5  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-appoint-individuals-key-administration-posts-11/
Message to the Congress on the Continuation of the National Emergency with Respect to Venezuela, Statements & Releases, None,                 Mar 5  2020, https://www.whitehouse.gov/briefings-statements/message-congress-continuation-national-emergency-respect-venezuela/
Text of a Notice on the Continuation of the National Emergency with Respect to Venezuela, Statements & Releases, None,                 Mar 5  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-venezuela-2/
Press Briefing by Vice President Pence and Members of the White House Coronavirus Task Force, Press Briefings, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-vice-president-pence-members-white-house-coronavirus-task-force-2/
Second Lady Karen Pence Joins Hiring Our Heroes to Address Military Spouse Employment, Statements & Releases, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/second-lady-karen-pence-joins-hiring-heroes-address-military-spouse-employment/
Remarks by President Trump at Latino Coalition Legislative Summit, Remarks, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-latino-coalition-legislative-summit-2/
Readout from the Vice President’s Meeting with Long-Term  Post-Acute and Palliative Care Provider Executives, Statements & Releases, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/readout-vice-presidents-meeting-long-term-post-acute-palliative-care-provider-executives/
Remarks by Vice President Pence at a Coronavirus Briefing with Diagnostic Lab CEOs, Remarks, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-coronavirus-briefing-diagnostic-lab-ceos/
President Donald J Trump to Award the Medal of Freedom, Statements & Releases, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-award-medal-freedom-6/
Remarks by President Trump and Vice President Pence at a Coronavirus Briefing with Airline CEOs, Remarks, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-coronavirus-briefing-airline-ceos/
Message to the Congress on the Continuation of the National Emergency with Respect to Zimbabwe, Statements & Releases, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/message-congress-continuation-national-emergency-respect-zimbabwe/
Text of a Notice on the Continuation of the National Emergency with Respect to Zimbabwe, Statements & Releases, None,                 Mar 4  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-zimbabwe-2/
Bill Announcement, Statements & Releases, None,                 Mar 3  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-83/
Press Briefing by Vice President Pence and Members of the White House Coronavirus Task Force, Press Briefings, None,                 Mar 3  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-vice-president-pence-members-white-house-coronavirus-task-force/
Four Nominations Sent to the Senate, Nominations & Appointments, None,                 Mar 3  2020, https://www.whitehouse.gov/presidential-actions/four-nominations-sent-senate-4/
Remarks by President Trump After Marine One Arrival, Remarks, None,                 Mar 3  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-arrival-6/
Remarks by President Trump in a Roundtable Briefing on Coronavirus | Bethesda  MD, Remarks, None,                 Mar 3  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-roundtable-briefing-coronavirus-bethesda-md/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 Mar 3  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-86/
Remarks by President Trump at the National Association of Counties Legislative Conference, Remarks, None,                 Mar 3  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-national-association-counties-legislative-conference/
Memorandum on the Delegation of Authority to Re-establish the Presidential Advisory Council on Combating Antibiotic-Resistant Bacteria, Presidential Memoranda, None,                 Mar 3  2020, https://www.whitehouse.gov/presidential-actions/memorandum-delegation-authority-re-establish-presidential-advisory-council-combating-antibiotic-resistant-bacteria/
Remarks by President Trump and Members of the Coronavirus Task Force in Meeting with Pharmaceutical Companies, Remarks, None,                 Mar 2  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-members-coronavirus-task-force-meeting-pharmaceutical-companies/
Seventeen Nominations and One Withdrawal Sent to the Senate, Nominations & Appointments, None,                 Mar 2  2020, https://www.whitehouse.gov/presidential-actions/seventeen-nominations-one-withdrawal-sent-senate/
President Donald J Trump Announces Intent to Nominate and Appoint Individuals to Key Administration Posts, Nominations & Appointments, None,                 Mar 2  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-individuals-key-administration-posts-32/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 Mar 2  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-85/
Bill Announcement, Statements & Releases, None,                 Mar 2  2020, https://www.whitehouse.gov/briefings-statements/bill-announcement-82/
President Trump’s Swift Coronavirus Response Continues, Healthcare, None,                 Mar 2  2020, https://www.whitehouse.gov/articles/president-trumps-swift-coronavirus-response-continues/
Vice President Pence and Secretary Azar Add Key Administration Officials to the Coronavirus Task Force, Statements & Releases, None,                 Mar 2  2020, https://www.whitehouse.gov/briefings-statements/vice-president-pence-secretary-azar-add-key-administration-officials-coronavirus-task-force-3/
Readout from the Vice President’s Discussion with our Nation’s Governors on COVID-19 Coordination & Preparedness, Statements & Releases, None,                 Mar 2  2020, https://www.whitehouse.gov/briefings-statements/readout-vice-presidents-discussion-nations-governors-covid-19-coordination-preparedness/
Remarks by Vice President Pence at the American Israel Public Affairs Committee Policy Conference, Remarks, None,                 Mar 2  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-american-israel-public-affairs-committee-policy-conference/
Remarks by President Trump and President Duque of Colombia Before Bilateral Meeting, Remarks, None,                 Mar 2  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-duque-colombia-bilateral-meeting-2/
Presidential Message on Read Across America Day  2020, Statements & Releases, None,                 Mar 2  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-read-across-america-day-2020/
Readout from the White House Coronavirus Task Force Meeting, Statements & Releases, None,                 Mar 1  2020, https://www.whitehouse.gov/briefings-statements/readout-white-house-coronavrius-task-force-meeting/
Remarks by President Trump at the 2020 Conservative Political Action Conference | National Harbor  MD, Remarks, None,                 Mar 1  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-2020-conservative-political-action-conference-national-harbor-md/
Vice President Pence and Secretary Azar Add Key Administration Officials to the Coronavirus Task Force, Statements & Releases, None,                 Mar 1  2020, https://www.whitehouse.gov/briefings-statements/vice-president-pence-secretary-azar-add-key-administration-officials-coronavirus-task-force-2/
Presidential Message on National Colorectal Cancer Awareness Month  2020, Statements & Releases, None,                 Mar 1  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-colorectal-cancer-awareness-month-2020/
Statement from the Press Secretary, Statements & Releases, None,                 Feb 29  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-118/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Conference, Remarks, None,                 Feb 29  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-conference-2/
Proclamation on the Suspension of Entry as Immigrants and Nonimmigrants of Certain Additional Persons Who Pose a Risk of Transmitting Coronavirus, Proclamations, None,                 Feb 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-certain-additional-persons-pose-risk-transmitting-coronavirus/
Executive Order on the Establishment of the Environment Committee for Monitoring and Enforcement Under the USMCA Implementation Act, Executive Orders, None,                 Feb 29  2020, https://www.whitehouse.gov/presidential-actions/executive-order-establishment-environment-committee-monitoring-enforcement-usmca-implementation-act/
Proclamation on Women’s History Month  2020, Proclamations, None,                 Feb 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-womens-history-month-2020/
Proclamation on Irish-American Heritage Month  2020, Proclamations, None,                 Feb 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-irish-american-heritage-month-2020/
Proclamation on American Red Cross Month  2020, Proclamations, None,                 Feb 29  2020, https://www.whitehouse.gov/presidential-actions/proclamation-american-red-cross-month-2020/
President Donald J Trump Is Taking A Historic Step To Achieve Peace In Afghanistan And Bring Our Troops Home, Fact Sheets, None,                 Feb 29  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-taking-historic-step-achieve-peace-afghanistan-bring-troops-home/
Statement from the Press Secretary, Statements & Releases, None,                 Feb 28  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-117/
Proclamation on National Consumer Protection Week  2020, Proclamations, None,                 Feb 28  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-consumer-protection-week-2020/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 Feb 28  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-84/
Second Lady Karen Pence Highlights New Measures to Help Create Employment Solutions for Military Spouses, Statements & Releases, None,                 Feb 28  2020, https://www.whitehouse.gov/briefings-statements/second-lady-karen-pence-highlights-new-measures-help-create-employment-solutions-military-spouses/
Remarks by President Trump in Meeting with African American Leaders, Remarks, None,                 Feb 28  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-african-american-leaders/
Remarks by President Trump at a Reception for African American History Month, Remarks, None,                 Feb 28  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-reception-african-american-history-month/
President Donald J Trump Announces Intent to Nominate and Appoint Individuals to Key Administration Posts, Nominations & Appointments, None,                 Feb 28  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-individuals-key-administration-posts-31/
Statement from the President, Statements & Releases, None,                 Feb 28  2020, https://www.whitehouse.gov/briefings-statements/statement-from-the-president-14/
Executive Order on the Establishment of the Committee on Trade In Automotive Goods Under Section 202a of the USMCA Implementation Act, Executive Orders, None,                 Feb 28  2020, https://www.whitehouse.gov/presidential-actions/executive-order-establishment-committee-trade-automotive-goods-section-202a-usmca-implementation-act/
Memorandum on the Effect of Titanium Sponge Imports on the National Security, Presidential Memoranda, None,                 Feb 27  2020, https://www.whitehouse.gov/presidential-actions/memorandum-effect-titanium-sponge-imports-national-security/
Four Nominations Sent to the Senate, Nominations & Appointments, None,                 Feb 27  2020, https://www.whitehouse.gov/presidential-actions/four-nominations-sent-senate-3/
Vice President Pence and Secretary Azar Add Key Administration Officials to the Coronavirus Task Force, Statements & Releases, None,                 Feb 27  2020, https://www.whitehouse.gov/briefings-statements/vice-president-pence-secretary-azar-add-key-administration-officials-coronavirus-task-force/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Conference, Press Briefings, None,                 Feb 27  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-conference/
Vice President Pence Announces Ambassador Debbie Birx to Serve as the White House Coronavirus Response Coordinator, Statements & Releases, None,                 Feb 27  2020, https://www.whitehouse.gov/briefings-statements/vice-president-pence-announces-ambassador-debbie-birx-serve-white-house-coronavirus-response-coordinator/
Statement from the Press Secretary, Statements & Releases, None,                 Feb 26  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-116/
President Donald J Trump Announces Judicial Nominees  a United States Attorney Nominee  and a United States Marshal Nominee, Nominations & Appointments, None,                 Feb 26  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominees-united-states-attorney-nominee-united-states-marshal-nominee/
President Donald J Trump Announces Intent to Nominate the Following Individuals to Key Administration Posts, Nominations & Appointments, None,                 Feb 26  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-following-individuals-key-administration-posts/
Remarks by President Trump at a Business Roundtable | New Delhi  India, Remarks, None,                 Feb 26  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-business-roundtable-new-delhi-india/
Presidential Message on Ash Wednesday  2020, Statements & Releases, None,                 Feb 26  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-ash-wednesday-2020/
Remarks by President Trump and President Kovind of India in Courtesy Call | New Delhi  India, Remarks, None,                 Feb 25  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-kovind-india-courtesy-call-new-delhi-india/
