title, statement, issue, date, link
Presidential Message on the 75th Anniversary of Victory in Europe Day, Statements & Releases, None,                 May 8  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-75th-anniversary-victory-europe-day/
Remarks by President Trump at the White House National Day of Prayer Service, Remarks, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-white-house-national-day-prayer-service/
Remarks by President Trump in Meeting with Governor Abbott of Texas, Remarks, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-governor-abbott-texas/
Proclamation on Military Spouse Day  2020, Proclamations, None,                 May 7  2020, https://www.whitehouse.gov/presidential-actions/proclamation-military-spouse-day-2020/
Remarks by Vice President Pence at the White House National Day of Prayer Service, Remarks, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-white-house-national-day-prayer-service/
President Donald J Trump Is Working to Secure America’s Seafood Supply Chain and Bring Jobs Home, Fact Sheets, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-working-secure-americas-seafood-supply-chain-bring-jobs-home/
Executive Order on Promoting American Seafood Competitiveness and Economic Growth, Executive Orders, None,                 May 7  2020, https://www.whitehouse.gov/presidential-actions/executive-order-promoting-american-seafood-competitiveness-economic-growth/
April Jobs Report Will Show the High Cost of States Shutting Down their Economies, Economy & Jobs, None,                 May 7  2020, https://www.whitehouse.gov/articles/april-jobs-report-will-show-high-cost-states-shutting-economies/
President Donald J Trump Announces Judicial Nominee, Nominations & Appointments, None,                 May 7  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominee-5/
Text of a Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/text-letter-president-speaker-house-representatives-president-senate-76/
Text of a Notice on the Continuation of the National Emergency with Respect to the Central African Republic, Statements & Releases, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-central-african-republic-2/
Text of a Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/text-letter-president-speaker-house-representatives-president-senate-75/
Text of a Notice on the Continuation of the National Emergency with Respect to Yemen, Statements & Releases, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-yemen-2/
Text of a Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/text-letter-president-speaker-house-representatives-president-senate-74/
Text of a Notice on the Continuation of the National Emergency with Respect to the Actions of the Government of Syria, Statements & Releases, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-actions-government-syria-2/
First Lady Melania Trump Celebrates Second Anniversary of “BE BEST”, Statements & Releases, None,                 May 7  2020, https://www.whitehouse.gov/briefings-statements/first-lady-melania-trump-celebrates-second-anniversary-best/
Proclamation on National Day of Prayer  2020, Proclamations, None,                 May 6  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-day-prayer-2020/
Press Briefing by Press Secretary Kayleigh McEnany, Press Briefings, None,                 May 6  2020, https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-050620/
Remarks by President Trump and Vice President Pence at a Meeting with Governor Reynolds of Iowa, Remarks, None,                 May 6  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-meeting-governor-reynolds-iowa/
President Donald J Trump Announces Intent to Nominate and Appoint Individuals to Key Administration Posts, Nominations & Appointments, None,                 May 6  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-individuals-key-administration-posts-38/
Presidential Veto Message to the Senate for SJ Res 68, Statements & Releases, None,                 May 6  2020, https://www.whitehouse.gov/briefings-statements/presidential-veto-message-senate-s-j-res-68/
Remarks by President Trump at Signing of a Proclamation in Honor of National Nurses Day, Remarks, None,                 May 6  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-signing-proclamation-honor-national-nurses-day/
President Donald J Trump Announces Judicial Nominees, Nominations & Appointments, None,                 May 6  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominees-12/
Statement from the President Regarding Veto of SJ Res 68, Statements & Releases, None,                 May 6  2020, https://www.whitehouse.gov/briefings-statements/statement-president-regarding-veto-s-j-res-68/
One Nomination Sent to the Senate, Nominations & Appointments, None,                 May 6  2020, https://www.whitehouse.gov/presidential-actions/one-nomination-sent-senate-12/
Proclamation on National Nurses Day  2020, Proclamations, None,                 May 6  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-nurses-day-2020/
President Donald J Trump Is Working To Protect Students From Sexual Misconduct And Restore Fairness And Due Process To Our Campuses, Fact Sheets, None,                 May 6  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-working-protect-students-sexual-misconduct-restore-fairness-due-process-campuses/
Remarks by President Trump in Roundtable Discussion on Supporting Native Americans | Phoenix  AZ, Remarks, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-roundtable-discussion-supporting-native-americans-phoenix-az/
Remarks by President Trump at Honeywell International Inc Mask Production Facility | Phoenix  AZ, Remarks, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-honeywell-international-inc-mask-production-facility-phoenix-az/
Proclamation on Missing and Murdered American Indians and Alaska Natives Awareness Day  2020, Proclamations, None,                 May 5  2020, https://www.whitehouse.gov/presidential-actions/proclamation-missing-murdered-american-indians-alaska-natives-awareness-day-2020/
President Donald J Trump is Protecting the Native American Community as We Combat the Coronavirus, Fact Sheets, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-protecting-native-american-community-combat-coronavirus/
Readout from First Lady Melania Trump’s calls with Teachers in Honor of National Teacher Day, Statements & Releases, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/readout-first-lady-melania-trumps-calls-teachers-honor-national-teacher-day/
Statement from the Press Secretary, Statements & Releases, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-127/
Remarks by President Trump Before Air Force One Departure, Remarks, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-air-force-one-departure-15/
Remarks by President Trump Before Marine One Departure, Remarks, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-marine-one-departure-89/
Presidential Message on Cinco de Mayo  2020, Statements & Releases, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-cinco-de-mayo-2020/
Presidential Message on National Teacher Day  2020, Statements & Releases, None,                 May 5  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-teacher-day-2020/
